Customer ID,Customer Name,Customer Age,Gender,Location,Annual Income ($),Purchase History,Loyalty Points,Last Purchase Date,Customer Feedback,Preferred Contact Method,Marital Status,Number of Dependents,Membership Start Date
b6bb5d34-d800-469d-91b4-e5287707e6e5,Bernard Beck,42,Male,Jessicaberg,79788.75,29,7424,2023-02-22,Neutral,SMS,Divorced,0,2020-06-08
38fc8aa2-d2b3-4d33-bdf9-ef04a67b82b7,Ronald Harper,24,Female,South Benjamin,50239.08,38,4037,2024-03-20,Neutral,Email,Married,5,2018-02-02
9f0f35ab-93f4-4c24-9f1f-78b355c6b955,Kendra Ali,56,Male,West Justinshire,32559.11,27,4815,2022-12-18,Satisfied,SMS,Single,5,2015-11-14
ff5c121e-d3de-4c04-8c66-fe3a9541d111,Nathan Jefferson,53,Female,Perezfort,118541.31,48,2831,2024-01-03,Very Dissatisfied,In-Person,Married,3,2014-10-17
316b3df3-cfff-4a76-9af9-ceb6ff49c299,Jennifer Jones,71,Male,Castanedastad,63839.63,12,7163,2024-08-07,Neutral,Phone,Married,0,2021-11-07
4642f377-2814-4eb7-b4e7-3e3725d8894b,Chelsea Schmidt,37,Male,Orozcostad,87555.98,32,4343,2024-05-03,Very Satisfied,SMS,Widowed,0,2018-03-06
5a83ce68-f1c6-41fa-9434-7371ed8542f0,Mark Mason,21,Female,South Wendyport,49476.48,36,1108,2023-09-26,Very Dissatisfied,SMS,Widowed,3,2022-06-26
aa9f6edf-85c8-4087-9883-5d894c912760,Kim Hood,60,Female,East Andrew,88901.92,43,7599,2023-12-17,Very Dissatisfied,SMS,Divorced,0,2019-12-12
b17c7f71-4929-4084-9c1e-f44b13965f7e,Daniel Burke,55,Female,South Lisahaven,95670.93,19,6693,2023-09-29,Very Dissatisfied,Email,Married,5,2018-03-16
714979e8-23ae-4407-b454-c659b2644128,Patricia Sweeney DDS,71,Male,Port Kelly,98414.76,25,9452,2023-11-25,Very Dissatisfied,Email,Single,3,2014-12-17
03590a95-c838-4010-b375-cd0303587680,Anthony Wong,25,Female,Jamesfurt,106032.17,28,8425,2024-01-19,Very Dissatisfied,SMS,Single,2,2014-11-30
08c24c45-a642-4d71-8227-f9c8dd5ba1f6,John Medina,65,Male,Crystalhaven,30981.57,17,9505,2022-10-17,Dissatisfied,SMS,Divorced,5,2021-02-20
4d9d1fd2-ba70-4353-9040-7516d5f5ff28,Jessica Waller,24,Female,Lake Dustinview,48807.15,17,6728,2023-05-26,Satisfied,Email,Married,1,2017-04-15
be4f3ab3-9c43-40cf-9cb6-70a8a76666b5,David Kelley,46,Male,Tonybury,115329.96,6,6838,2022-11-19,Dissatisfied,Email,Divorced,4,2018-11-19
2035c795-e8f9-4be4-9704-47a28da0f750,Regina Rose,20,Male,East Leahshire,33256.98,9,4554,2023-12-13,Satisfied,Phone,Divorced,2,2015-09-12
8d60d7ae-a21f-455b-b6a6-895bfc016d4a,Linda Hopkins,27,Male,Tiffanytown,55334.28,50,1553,2024-08-18,Very Dissatisfied,In-Person,Married,4,2023-04-16
6e108be3-fe4b-4cb6-b56c-8ef611314c1d,David Cuevas,38,Female,Stephaniechester,95607.57,45,5654,2022-10-19,Very Dissatisfied,Phone,Divorced,0,2016-05-12
61961d98-810e-4ac8-bec4-913a8fbde67f,Alan Green,43,Female,Walkerburgh,80662.53,28,2985,2023-05-08,Dissatisfied,SMS,Widowed,0,2016-10-26
0a700560-ea24-454a-b93e-3692a1f5bce5,Patrick Carter,54,Male,Lucasburgh,95897.01,43,1460,2024-08-01,Very Dissatisfied,In-Person,Married,3,2020-01-07
58ab3169-2570-466f-8116-fb66d7d8d406,Karen Savage,75,Male,Craigbury,76197.37,43,7000,2023-11-12,Dissatisfied,Email,Divorced,0,2015-08-17
2dd9ca64-6731-44b9-8db3-c9873d033d37,Vanessa Nelson,65,Male,North Tammyfort,93405.86,24,1419,2023-10-28,Very Dissatisfied,Phone,Single,3,2015-08-02
f7986717-ce21-4e28-9d29-78c24d464cbe,Taylor Jackson,55,Male,Shawnville,105623.39,39,7212,2022-09-15,Dissatisfied,Email,Married,5,2016-01-27
666c1244-ee2f-4985-b6f5-c215b90e0310,Dustin Schmidt,19,Female,West Paulside,62757.54,12,2784,2023-09-28,Very Satisfied,In-Person,Single,0,2018-10-31
340cb86c-9d2f-4187-896a-a93d28b53140,Tonya Simmons,69,Male,New Williamtown,84781.94,30,6801,2023-08-02,Dissatisfied,SMS,Widowed,2,2022-06-29
d1f99956-58be-476e-bb5e-97d4b31db752,Christopher Cohen,19,Female,Jimenezmouth,100188.81,18,9838,2023-03-14,Very Satisfied,Email,Married,1,2017-08-27
819594e0-29c5-4711-92e5-852a0251bb5c,John Jackson,66,Male,South Craig,93863.03,8,2101,2024-02-23,Very Satisfied,Email,Married,1,2018-10-29
b78458ec-86f4-45e1-9cc2-c7a3fb248f3c,Eric Fry,68,Female,Alexanderberg,84018.3,33,6469,2024-02-02,Very Dissatisfied,SMS,Married,3,2016-09-20
d53bd546-6875-40be-88a2-b9af1c8faa9c,Nicole Phillips,27,Male,New Ruth,108102.07,3,5628,2024-08-04,Dissatisfied,Phone,Single,2,2022-02-25
9507e1c1-0f39-458f-9afe-25a22c378133,Troy Garrett,30,Male,New Kimbury,28815.84,11,3386,2023-09-07,Satisfied,SMS,Widowed,1,2018-06-28
a0c0df16-159f-4b6b-93e2-748bb8962242,Anita Stevenson,26,Female,Port Richard,64675.33,28,9305,2023-01-24,Neutral,SMS,Single,0,2022-09-02
970c1a8e-0c92-4bcb-b049-10dbd2b2cd2a,Karen Russell,65,Female,Lake Ronnie,85652.27,50,3850,2024-01-31,Very Dissatisfied,In-Person,Married,3,2018-11-20
0dc404cf-75e9-4892-a508-88a7ceaaee95,Mary Cannon,74,Female,Mandytown,22608.54,23,5366,2022-12-19,Neutral,SMS,Divorced,3,2016-08-16
f9e0b328-7233-4534-8a3c-ce0dfa4be2fe,William Martinez,41,Female,Milesland,61359.93,31,7276,2023-01-25,Satisfied,Phone,Married,4,2020-11-18
d2f2a884-a989-4ee7-984e-a7e56db3b9a0,Kenneth Santiago,52,Male,Lake Sarahton,72753.63,39,9468,2024-01-10,Dissatisfied,Phone,Single,2,2015-02-12
83d7cf02-4179-4954-87e9-69953d3e4913,Gloria Jones,20,Male,South Shawnburgh,27394.69,2,6080,2023-04-12,Very Satisfied,In-Person,Widowed,5,2014-09-02
8aa82b4a-96c0-42da-bb5f-c0146582ccae,Sarah Howell,70,Male,Terryberg,86669.17,25,4424,2023-05-10,Very Dissatisfied,SMS,Single,3,2022-05-18
7916cdbd-dd75-46b3-85e1-f6df40872da9,Jesse Blackwell,36,Female,Blakeland,37669.24,49,9625,2023-04-01,Very Dissatisfied,Phone,Married,5,2021-04-06
c7dd832c-abab-4276-850a-c59216ed050a,Casey Bates,49,Male,Kristinfort,78146.35,27,1736,2023-01-06,Very Satisfied,Phone,Married,4,2020-04-15
595def3b-5755-46ea-a366-d1a7455c1e9b,Mary Mooney,44,Female,North Steven,64585.29,40,177,2023-11-11,Neutral,Phone,Single,0,2016-07-26
446ef6cd-8948-45ce-9a12-a096f8d738e7,Brandon Pena,55,Female,Stewartside,110880.28,48,6432,2024-03-14,Very Dissatisfied,In-Person,Widowed,0,2017-11-01
4d68e26f-e914-4ac5-96bf-58fd148e0fd7,Sara Burgess,40,Male,Jamesfurt,103765.77,15,7482,2023-10-05,Neutral,Phone,Single,1,2021-10-06
63ad1822-bab1-4465-8597-a906ff1f9998,Jacob Burton,32,Male,East Melissa,84760.02,29,9711,2022-10-15,Very Satisfied,Phone,Widowed,4,2020-06-15
e16d5b13-3dcd-4929-ab1c-e341d18081b3,William Burgess,65,Male,East Marissa,94165.7,36,1450,2022-09-17,Neutral,Phone,Single,4,2021-03-12
,Amanda Dillon,34,Female,Port Brent,80023.15,2,5200,2024-03-15,Very Satisfied,Phone,Divorced,2,2022-06-21
2cda0566-1a33-4386-bfdf-5639668cfa3f,Patricia Morris,72,Male,Lake Kyle,97685.05,22,3128,2023-04-12,Neutral,In-Person,Widowed,2,2015-05-19
37d2661d-bce1-41c2-9352-1bc6bfb361b6,John Lopez,39,Male,Johnsonborough,102898.83,8,1928,2024-08-03,Dissatisfied,Email,Married,0,2014-12-07
7d46c60c-3da6-462b-9e2c-50849cc84bec,Curtis Jenkins,72,Male,Aliciamouth,99895.21,3,6719,2022-09-19,Very Dissatisfied,Phone,Married,2,2020-09-29
0388e8bb-16bd-4ce1-aa63-d7b307ec658f,Daniel Grant,52,Female,Annetown,82564.57,7,6054,2023-05-26,Satisfied,In-Person,Divorced,4,2014-12-01
ed167f3c-f338-4eb6-b0c3-fea908ee43bb,Nathan Henderson,58,Female,Lake Kevinmouth,99092.51,15,1199,2022-11-01,Satisfied,SMS,Widowed,5,2021-12-05
894e772b-c0d2-4436-9af4-320116f4ce12,Erin Fischer,45,Male,Osbornebury,67682.12,3,4605,2024-02-06,Satisfied,Email,Single,4,2020-04-14
6f43388f-4c2b-407b-8811-5bf1a05199bf,Daniel Tucker,40,Female,Michaelbury,37462.7,8,8819,2023-07-18,Satisfied,Phone,Divorced,2,2020-09-09
64808df8-8939-40e3-a25c-7dcacd5eb2c5,David Carter,68,Female,West Nancyland,49278.28,1,1511,2023-01-07,Very Satisfied,In-Person,Single,0,2023-02-15
a8220843-e6b5-4fcc-bd46-afbb1d2d0343,Shannon Cherry,68,Female,Lake Richard,48100.89,4,3953,2023-12-04,Neutral,Email,Married,3,2014-12-14
8c1ac40f-a183-44e9-a4d7-3cfe24debb9f,Heather Lee,31,Male,Walkerland,50079.25,21,2520,2024-06-05,Very Satisfied,SMS,Divorced,1,2021-10-10
4a55c597-2484-419e-b120-28fda9930570,Melissa Oconnor,55,Female,Ryanfurt,58201.21,18,8034,2022-12-06,Satisfied,In-Person,Divorced,0,2022-02-14
6ce2f518-df04-415b-ac94-1f8f1ef330bd,Robert Mason,41,Female,South Williamchester,88463.89,14,5435,2022-09-25,Very Dissatisfied,SMS,Single,2,2021-01-25
c014f5fc-10e7-4335-b4a7-67cc357223fc,Kyle Armstrong,24,Female,Matthewborough,64440.96,12,690,2024-03-31,Very Satisfied,Phone,Divorced,4,2019-03-15
732f415b-a59d-4d6b-a72d-1a93d9038db2,Emily Allison,38,Female,Robertborough,52066.12,27,1009,2024-06-24,Very Dissatisfied,In-Person,Single,1,2021-05-04
6be92943-4f05-4639-b206-a9324c45eb7b,Tyler Gonzalez,20,Female,Lake Daniel,77060.99,4,8249,2024-04-23,Neutral,In-Person,Single,0,2019-03-27
7245c3f5-cd85-46e9-aec5-7c30523b108e,Kyle Williams,47,Male,East Andrewfurt,50168.01,21,8293,2023-12-29,Satisfied,SMS,Widowed,5,2015-06-18
b7e16049-95af-4118-8f41-4ea41437be83,Brandy Kelley,,Male,Lake Michael,87056.38,21,1306,2023-08-13,Dissatisfied,SMS,Divorced,2,2019-04-28
7d1ea5cb-dc31-436e-823e-c23bdd5fdd28,William Mcdaniel,30,Male,Lake Shannonhaven,93793.65,17,7511,2024-05-28,Neutral,Email,Married,0,2019-08-26
95b0b81f-17c3-4c36-b72e-49747ab23d29,Brandon Baker,52,Female,New Mallorytown,20397.44,20,9893,2024-01-14,Very Satisfied,In-Person,Single,5,2017-08-03
726bb8e0-9a76-41f1-a132-c79d5c31d45a,Erik Elliott,62,Female,Lutzport,21367.73,22,961,2023-05-19,Very Dissatisfied,In-Person,Widowed,4,2014-11-27
ce935968-5e38-41ad-9de8-d4bacbc524f8,Robert Gray PhD,48,Female,Lake Brianland,95796.31,19,832,2022-08-27,Dissatisfied,Phone,Divorced,3,2022-09-20
66ab9893-8386-4fa2-a5d6-a96832722feb,Eric Dominguez,28,Male,New Kristafurt,95082.32,36,6051,2024-05-16,Very Satisfied,SMS,Single,1,2016-01-21
d3b5830f-06a9-4845-8fe6-bef7eaacf601,Toni Delgado,45,Female,Pearsonmouth,109854.39,16,6637,2024-05-26,Satisfied,In-Person,Single,1,2020-12-05
d3f0840e-114b-4a4c-874a-539d908fdaa8,Leah Martin,20,Male,New Randallmouth,88430.42,2,9516,2023-02-18,Dissatisfied,Email,Married,0,2018-08-14
4aa5eb22-b390-4a8b-827b-2ba24e3d6861,Cameron Forbes,68,Female,Williamsonmouth,39531.1,9,5890,2023-12-08,Very Satisfied,SMS,Single,1,2018-05-16
53639eca-581e-4732-a8b8-2039c59ac48f,Luis Rose,51,Female,Simstown,40194.15,47,5992,2024-02-15,Very Dissatisfied,Phone,Married,1,2016-11-10
9e76f7dc-33fe-42e3-bbfc-f67c40d7aae6,Carmen Morris,45,Male,New Timothy,66349.98,50,9951,2024-07-05,Neutral,Phone,Single,4,2015-09-08
c8943dad-efb6-49dc-ab01-995c989f8e9e,Juan Anderson,43,Male,East Dana,86476.09,1,7893,2022-09-17,Very Satisfied,Phone,Single,2,2017-12-17
f95cf7cc-5577-45ea-b0f7-c2a1ed03a0d3,Amy Johnson,54,Female,Kimfort,50834.86,3,8112,2024-02-18,Very Satisfied,Phone,Widowed,5,2020-03-23
02e46d4f-48c3-431e-88be-bf20821352aa,Linda Gomez,18,Male,Erikburgh,90936.96,32,5974,2023-05-22,Very Dissatisfied,Email,Widowed,5,2015-07-07
f72802c9-ff43-4baf-bd38-5cc9b5d414eb,Carolyn Hill,70,Female,Lake Joshuafurt,103974.16,15,3957,2023-10-19,Dissatisfied,Email,Widowed,5,2016-09-15
1e8fa78a-bcea-4806-9ab7-a299dbd3e961,Brandon Morris,68,Female,North Amy,105879.56,1,5505,2023-04-18,Satisfied,SMS,Single,0,2017-12-19
31df3dd7-f490-475e-8833-f1526c7a8688,Karen Parsons,55,Female,Scottview,37855.16,22,1710,2023-09-26,Very Satisfied,Email,Divorced,2,2016-01-10
7c93aabe-6c82-48f4-a347-bb24f24cd3b8,Jennifer Gutierrez,57,Female,Lake Darren,90444.47,46,1582,2023-06-29,Dissatisfied,In-Person,Divorced,1,2014-12-29
b22d9275-de4a-43aa-920f-b39da25dc4ed,Aaron Greene,46,Male,Abigailtown,81045.14,9,2884,2023-08-21,Very Satisfied,In-Person,Married,1,2015-04-04
e5481033-3154-4f97-913b-edf34c6d2729,Samantha Chase,33,Female,Richardfurt,88355.18,19,9575,2023-08-29,Satisfied,Email,Married,3,2022-01-26
c5bb260e-2ca0-449a-8e8c-79c01ec933a2,Erica Valencia,52,Male,South Alan,46737.47,5,7926,2023-12-09,Very Satisfied,In-Person,Widowed,4,2019-02-13
36ddf222-31eb-495e-a744-ba1efbe5c159,Carla Harris,28,Female,Lake Maxwell,55529.93,37,7319,2024-04-22,Very Dissatisfied,In-Person,Single,4,2017-09-02
c3d9ae81-95bc-45fd-ba59-79e5964c0aad,Kyle Murphy,74,Male,Bakerberg,116059.32,9,3258,2024-05-21,Very Dissatisfied,In-Person,Married,2,2017-11-19
00be4dec-b2af-4f22-9959-3c0f3745124e,Brooke Schneider,57,Female,Lake James,23295.33,9,8506,2023-08-17,Satisfied,Email,Divorced,5,2022-12-16
42a54497-6e1c-499b-82b8-efd5bada56d7,Donna Hammond,31,Female,West Davidberg,95525.47,43,1684,2024-04-27,Satisfied,Email,Divorced,4,2018-06-08
9b756497-729d-4591-99f4-8ef07e5affe6,Paul Cook,72,Female,West Jeremyview,38779.6,35,8762,2023-07-01,Very Satisfied,Email,Married,3,2019-10-03
a566bfef-2f23-4a74-94f7-b9bc0e5d4139,George Edwards,59,Male,Amandastad,90655.1,29,7156,2023-03-24,Neutral,Email,Widowed,0,2016-05-02
7522728b-f639-453d-be50-e09c85bfda99,Candice Holland,32,Male,Reyesburgh,60015.92,31,7080,2023-06-06,Very Satisfied,SMS,Widowed,2,2021-03-18
d38f5bf9-8b2c-4824-ac3b-e4d7f01990c3,Sheila Dunn,38,Male,Martinton,108434.68,5,6986,2023-02-10,Neutral,Phone,Single,5,2015-05-13
424c60ff-f2b2-4c09-b250-411bfeaef83e,Shannon Jacobs,45,Male,Deanview,118782.03,16,3524,2023-05-07,Very Satisfied,In-Person,Widowed,0,2020-02-10
141124c6-7fbd-42a5-aab2-8a4778a37ff2,Ashley Holloway,69,Female,Melissachester,59186.98,4,5515,2022-09-09,Satisfied,Phone,Married,3,2016-11-22
74efde05-470e-4d90-8d0b-5fccb7535a24,Charles Schultz,36,Female,Rodriguezfurt,35522.33,29,7457,2022-11-09,Satisfied,SMS,Divorced,1,2016-11-27
60f6d895-82b6-4ec8-84e4-2c15051854ab,Benjamin Kennedy,47,Male,Myersville,79732.21,9,1264,2022-09-14,Very Dissatisfied,SMS,Married,1,2015-06-18
6f0382cc-4540-4851-8ff8-d6620768e49e,Mason Guzman,68,Female,Cindybury,37674.99,8,5123,2024-08-23,Very Satisfied,SMS,Married,4,2018-06-11
b69c3152-775d-4332-a7aa-6669fbfec19c,,44,Female,Lake Maryfort,97626.18,33,5853,2023-07-13,Dissatisfied,Email,Widowed,3,2022-09-28
226991f8-97cd-4244-adfc-9d9bad2b2a1f,Rebecca Thomas,68,Male,Rasmussenchester,259246.16,21,15782,2023-05-09,Very Dissatisfied,Email,Divorced,1,2021-08-16
0dd88ff5-10fc-4439-b1d8-e683efe85405,Danielle Martin,42,Male,West Philip,70287.34,50,4029,2024-08-03,Very Dissatisfied,SMS,Widowed,3,2018-10-05
7e624a12-48e2-482c-817d-691253a71ba8,Jerry Braun,23,Male,Colleenburgh,116610.06,29,3334,2022-09-22,Very Dissatisfied,SMS,Widowed,5,2015-11-03
1b2bf922-1580-426f-b83c-84a3bb9e5267,Joshua Wilkinson,23,Male,South Stephenland,105713.16,2,5988,2024-07-15,Dissatisfied,SMS,Divorced,,2017-10-13
9768eadf-a7d9-4cf2-8123-4bc92d97217c,Jenny Moss,47,Male,Lake Zachary,47554.9,35,7384,2023-04-08,Very Dissatisfied,Email,Single,4,2020-09-25
a8fe39a1-6b2e-4ab6-a9ce-d364a39c1aa7,Mrs. Sarah Conrad DDS,45,Female,Cherylfort,117958.24,29,4919,2023-05-03,Neutral,Phone,Single,3,2023-01-17
03af3193-7362-4a7a-9afb-9409a66e667c,Justin Sosa,65,Male,Lake Andrew,110281.3,22,9969,2023-07-14,Very Satisfied,Phone,Married,5,2015-04-25
92534daf-6961-48be-a29f-5aab50aa451b,Ricky Conrad II,28,Female,Chadstad,83455.81,13,4266,2024-07-08,Satisfied,Phone,Married,4,2021-09-28
0a902f37-c141-4d83-b40a-d37922c9e8af,James Calhoun,25,Male,Campbellchester,41824.69,22,4030,2023-06-01,Satisfied,SMS,Single,0,2023-05-04
628664d7-537c-475a-b077-6f7721428385,Terry Smith,25,Male,Port Jasmineborough,21960.63,47,6058,2023-11-26,Neutral,In-Person,Single,4,2022-07-15
4f270639-3ab2-48fe-9b31-d5f9022f4095,Nicholas Mcdonald,29,Female,Brightborough,24882.47,12,1017,2023-11-07,Neutral,SMS,Divorced,4,2016-05-12
bbd13b37-a87b-4ccf-8c05-5a3c71f688a8,Timothy Dennis,53,Male,Lake Stephen,61178.78,32,2233,2024-03-27,Very Dissatisfied,In-Person,Widowed,3,2017-03-16
14e49f84-bdb9-4984-9d81-c1af30041bfb,Ralph Smith,26,Female,Andrewhaven,77797.41,44,8412,2022-09-28,Very Satisfied,In-Person,Single,0,2015-01-25
a4b86ef6-37db-41b4-b008-3e31f56cadf5,Shirley Massey,51,Female,Mccormickview,51527.38,2,7520,2023-03-18,Neutral,In-Person,Divorced,5,2019-07-23
29ba5c43-46f9-48f6-a437-e281e0548d6b,Christine Everett,19,Male,Thomaston,53002.69,29,9925,2023-12-12,Neutral,In-Person,Widowed,5,2021-09-18
1cc255f6-ed07-41b0-b59a-8e68b5796e50,Oscar Lloyd,67,Female,Andreberg,42340.32,18,8732,2023-05-10,Dissatisfied,In-Person,Single,5,2015-08-04
8b6de37a-49ff-47c8-ac1a-91d1547e317d,Ryan Paul,18,Female,Jaredport,73297.82,40,7965,2024-07-01,Neutral,Email,Divorced,1,2017-06-13
5607ff63-3954-4afa-b622-3aadfaf6aa35,Lisa Lopez,51,Female,West Nicoleville,67778.23,29,1646,2024-02-12,Satisfied,Email,Married,4,2017-02-23
d7dad919-f546-4cd5-b697-b129d9ba284f,Erica Brown,48,Male,North Jennifermouth,63908.14,2,9197,2023-03-10,Dissatisfied,In-Person,Divorced,4,2019-02-09
c89bf731-85a0-4dcf-a39b-7eac305ab08c,Elizabeth Martinez,73,Male,South Alicia,66439.28,42,5425,2024-08-12,Very Satisfied,Email,Single,2,2017-05-09
b0f3afa1-48a5-4be7-ba4d-46f4c0988420,Michael Jackson,69,Male,Port Alejandro,110338.85,20,6975,2023-05-20,Neutral,In-Person,Married,3,2018-03-11
f54ee409-64e2-4ca8-ba7b-436ec06e9c79,Katherine Webb,72,Male,New Robert,36548.76,19,8267,2022-12-18,Dissatisfied,SMS,Married,1,2019-04-06
7d045713-ca4e-48c8-b6a6-8e12dd4a6779,Timothy Moore,40,Female,Kelleyburgh,106065.23,34,7756,2023-10-07,Neutral,In-Person,Divorced,4,2016-10-04
1e484480-4049-401a-ab15-6bcd9a46333d,Jeremy Mccall,40,Female,North Lori,73624.16,14,6548,2023-10-08,Dissatisfied,In-Person,Married,3,2021-03-02
3cd94b95-c6fb-4b46-a463-3299f59aed72,Kayla Nelson,35,Female,Kaylastad,117812.39,49,1706,2024-06-09,Very Satisfied,Email,Single,0,2016-03-26
3bbd0486-cd03-44ca-959f-d004c03a0aab,Susan Stewart,28,Male,South Bailey,106743.44,22,9581,2023-08-22,Neutral,Phone,Single,1,2015-09-06
72e4f9c6-3ace-43f7-ab62-134b8010db34,Tracey Brown,50,Male,Michellechester,59540.94,13,2532,2024-01-24,Dissatisfied,Email,Married,5,2017-03-04
11b390cb-6fb7-4ace-bab4-f710b5b3e060,Kristine Mitchell,71,Female,Morganmouth,110811.03,46,2846,2024-03-20,Dissatisfied,Email,Divorced,2,2017-02-10
eab4b0c4-9f93-4405-8633-8f6282cd6e72,Samantha Huber,30,Female,West Natalie,74918.89,17,4160,2023-10-09,Neutral,SMS,Married,4,2017-11-03
076bcc91-ec12-47f0-8ce2-222ba1754c7f,Victoria Rich,68,Female,Dianastad,26636.11,11,4158,2023-02-12,Satisfied,In-Person,Single,0,2019-09-27
2d6c6645-d8bf-4d39-a73a-e89c8bd9bd69,Donald Williams,70,Female,New Curtis,80902.86,3,1465,2023-04-24,Neutral,In-Person,Single,2,2019-07-21
31fdfbc1-973c-491a-91a6-ccef830caaf7,Gregory Collins,45,Male,Albertberg,37005.84,5,1995,2022-11-24,Very Dissatisfied,Phone,Single,4,2015-07-08
ba6c0082-f5c1-40b8-a052-1ab48a9f3fcf,Amanda Johnson,21,Male,Ramosmouth,116603.74,17,2884,2022-12-23,Very Dissatisfied,In-Person,Divorced,5,2015-04-18
1830b8d9-e6d7-42b3-a3d8-6b74f7055ed3,Helen Armstrong,28,Male,North Donnaland,81653.06,23,4403,2024-07-24,Neutral,Email,Divorced,1,2022-08-24
62b512ec-a734-4da1-bb8a-0b67d566bc8c,Michael Jenkins,73,Male,Alisonberg,95210.99,36,3547,2022-09-09,Very Satisfied,In-Person,Divorced,2,2018-06-05
55de0eaf-3621-420a-9a5f-6264c3aafbd7,Richard Snow,31,Female,Ashleyton,42849.89,8,3147,2022-09-12,Satisfied,In-Person,Single,5,2019-04-28
2005b0f4-c048-4281-acdb-dcccf599e9ea,Jerry Downs,53,Female,Lake Karenview,95063.41,33,8364,,Dissatisfied,Email,Single,0,2016-02-11
71cf6a10-ae23-42bc-9d6f-df302f3aa704,David Ford,40,Male,Davidview,38536.3,4,8885,2023-09-12,Very Dissatisfied,In-Person,Widowed,5,2018-06-23
71cbc68f-3f9f-4a92-8ae0-5d8ebf9194ce,Spencer Pineda,33,Female,Geraldstad,70150.87,7,6606,2023-03-21,Very Dissatisfied,In-Person,Married,4,2015-02-07
b7f3f553-1641-4eb4-bf9b-3236a4df0cbd,Matthew Ward,25,Female,West Beckyfurt,63107.55,17,157,2023-02-13,Very Dissatisfied,SMS,Married,5,2023-03-13
269e559d-5e9e-4139-86b1-2586eb936aa6,Michael Jimenez,41,Male,North Amber,73308.88,36,7050,2022-12-26,Very Dissatisfied,SMS,Divorced,0,2021-11-02
23645d32-3be3-48e7-af1d-bb6d3e1d26e8,Holly Miller,43,Male,Gibsonport,24472.53,10,9249,2024-05-18,Very Dissatisfied,Phone,Married,1,2020-06-04
747e51c4-3578-4fb9-a9f1-b76e1ec1d5a6,Jeffrey Webster,47,Male,Masonview,89499.94,46,8187,2024-01-16,Dissatisfied,SMS,Divorced,2,2018-05-15
37f44cc6-ac0c-4dc1-8b4e-ef141b0a45af,Rachel Payne,41,Female,Port Andrew,56355.58,50,3490,2024-08-26,Satisfied,Email,Married,3,2020-08-10
906ccb33-c1fe-4900-9acc-9f3b90a5eceb,Michael Blankenship,42,Male,New Dustinborough,102779.95,26,1785,2022-09-23,Neutral,Email,Divorced,4,2020-12-08
cebc9f3c-9189-4cdb-acf6-0bfacf4a8083,Joshua Scott,21,Female,Kimberlyhaven,36177.09,10,3507,2024-06-12,Satisfied,In-Person,Divorced,0,2015-12-16
312a81f0-9575-46f4-94d2-acd0fb3de3e2,Jonathan Pittman,49,Male,Port Michaelside,115761.06,3,2999,2022-09-23,Satisfied,Email,Widowed,3,2015-05-04
181d82bf-e6db-4944-987e-5e66844df243,Robert Webster,61,Female,South Gary,223042.56,47,14280,2023-05-21,Very Satisfied,Phone,Widowed,3,2023-07-03
6e5bd62b-2670-499a-a7fa-bdaf1e803ede,Sarah Ortiz,60,Male,Port Carmenchester,81841.34,42,2384,2023-03-13,Very Dissatisfied,Phone,Married,1,2014-09-21
910c22e5-ebea-43f4-b107-465db7025ab9,Brooke Larson,63,Female,Danielhaven,97041.45,27,3139,2022-12-13,Dissatisfied,Email,Widowed,1,2021-04-09
5d3cce04-f838-4c1b-afce-182f17ec6271,Dennis Arnold,26,Male,Merrittport,28737.19,27,9919,2023-06-11,Very Dissatisfied,In-Person,Divorced,1,2021-08-20
6447c819-bce0-4ea9-8655-44908ded9f6a,Brenda Williams MD,22,Female,Andreamouth,38559.45,28,2731,2022-09-01,Very Dissatisfied,Email,Married,2,2022-07-04
ef6e3579-30bf-4f19-8f99-a82f963682b0,Chelsea Anderson,49,Female,Acostahaven,26716.79,38,2218,2023-06-30,Neutral,In-Person,Divorced,3,2019-08-17
af674063-e8fb-4d7c-be33-d2759bcb6238,Cynthia Taylor,72,Female,Lake Pamela,98876.6,47,5292,2024-01-14,Satisfied,Phone,Divorced,4,2017-09-12
2feedb60-0228-4fa9-af12-692d3f9f7a34,Amy Brown,18,Female,Port Glenda,76150.76,30,856,2022-10-03,Satisfied,Email,Widowed,3,2017-05-18
bf0d0c12-d5b7-4b08-b613-21d7341922be,Joseph Lopez,66,Female,Laurenshire,102441.16,34,705,2024-06-18,Very Dissatisfied,In-Person,Divorced,5,2019-08-28
ed774b3b-b42e-4ace-80e8-d07b8eaf2fab,Jennifer Price,25,Male,Mooremouth,112658.36,1,4321,2022-12-12,Dissatisfied,SMS,Divorced,2,2021-12-02
1a500837-61fd-4059-babc-448d3fb5e3ee,Curtis Brown,67,Male,Gloverberg,50530.12,11,2057,2023-04-15,Very Dissatisfied,Phone,Divorced,5,2023-07-25
f0899cff-3922-40c9-93f3-fb63ca4339aa,Samuel Horton,70,Female,West Steven,92954.31,12,9439,2024-04-27,Satisfied,Email,Widowed,3,2016-02-09
d55e2ee1-86c5-49a8-b307-bcf99bf9d12c,Bruce Cox,75,Male,Jasontown,107903.73,15,920,2022-11-07,Satisfied,In-Person,Married,1,2018-11-08
54385ecc-c1f1-48e8-8320-e1f2b7e81ec0,Juan Smith,33,Male,Deborahfort,74526.39,5,8073,2023-02-28,Satisfied,In-Person,Single,0,2018-10-23
